id,nombre,edad,ciudad,carrera,semestre,promedio,trabaja,ingreso_mensual,internet,computadora
1077,Lucía 1077,28,Mixco,Ing. Sistemas,1,72,True,5832,True,False
1078,María 1078,22,Mixco,Ing. Sistemas,9,93,False,6323,True,False
1079,Ana 1079,25,Antigua,Ing. Electrónica,6,70,True,5035,True,True
1080,Luis 1080,28,Antigua,Ing. Electrónica,8,90,True,5169,False,False
1081,Luis 1081,22,Mixco,Ing. Electrónica,3,96,False,5882,False,True
1082,Ana 1082,20,Villa Nueva,Ing. Eléctrica,5,65,False,5764,True,True
1083,Paola 1083,20,Mixco,Ing. Electrónica,1,95,True,7539,False,True
1084,Ana 1084,27,Mixco,Ing. Eléctrica,1,78,False,5543,False,False
1085,Andrés 1085,19,Villa Nueva,Ing. Sistemas,8,79,False,3118,True,False
1086,Andrés 1086,18,Villa Nueva,Ing. Eléctrica,8,99,True,4836,True,False
1087,María 1087,30,Villa Nueva,Ing. Eléctrica,9,64,False,7856,True,False
1088,Paola 1088,25,Quetzaltenango,Ing. Electrónica,9,98,False,3214,True,False
1089,Diego 1089,26,Quetzaltenango,Ing. Sistemas,7,67,False,2118,False,False
1090,Carlos 1090,19,Guatemala,Ing. Sistemas,8,62,False,5843,False,True
1091,Diego 1091,23,Quetzaltenango,Ing. Eléctrica,4,88,True,6358,True,False
1092,Andrés 1092,22,Quetzaltenango,Ing. Sistemas,6,66,False,6881,True,False
1093,Diego 1093,21,Quetzaltenango,Ing. Sistemas,6,93,True,6333,True,True
1094,Sofía 1094,18,Antigua,Ing. Sistemas,6,77,True,6115,False,False
1095,Luis 1095,19,Quetzaltenango,Ing. Electrónica,10,80,False,7212,True,True
1096,Carlos 1096,21,Antigua,Ing. Sistemas,1,70,True,4313,True,False
1097,Paola 1097,28,Mixco,Ing. Sistemas,5,99,False,4173,False,True
1098,Luis 1098,22,Quetzaltenango,Ing. Sistemas,3,77,False,3891,False,False
1099,Paola 1099,29,Mixco,Ing. Electrónica,9,100,True,6559,False,False
1100,Lucía 1100,21,Quetzaltenango,Ing. Electrónica,6,74,False,6103,True,True
1101,Javier 1101,23,Quetzaltenango,Ing. Eléctrica,10,94,False,6070,True,False
1102,Sofía 1102,25,Villa Nueva,Ing. Sistemas,4,92,True,3188,False,True
1103,Andrés 1103,27,Guatemala,Ing. Sistemas,3,82,True,3255,False,False
1104,Sofía 1104,19,Guatemala,Ing. Electrónica,1,67,True,2498,True,True
1105,Lucía 1105,26,Antigua,Ing. Eléctrica,7,78,True,5880,True,True
1106,Carlos 1106,25,Guatemala,Ing. Electrónica,7,63,False,2673,True,False
1107,Carlos 1107,29,Quetzaltenango,Ing. Sistemas,4,94,False,3411,True,True
1108,Andrés 1108,26,Antigua,Ing. Eléctrica,7,75,True,2076,False,True
1109,Ana 1109,19,Antigua,Ing. Eléctrica,5,86,False,7370,True,True
1110,Paola 1110,28,Quetzaltenango,Ing. Electrónica,9,86,False,3172,True,True
1111,Diego 1111,25,Guatemala,Ing. Electrónica,1,100,True,7142,True,False
1112,Diego 1112,23,Guatemala,Ing. Eléctrica,8,69,True,3834,False,False
1113,Ana 1113,26,Antigua,Ing. Eléctrica,8,65,True,6578,True,True
1114,Sofía 1114,23,Villa Nueva,Ing. Eléctrica,9,65,True,2420,True,True
1115,Javier 1115,30,Villa Nueva,Ing. Eléctrica,7,75,True,7915,True,True
1116,María 1116,25,Guatemala,Ing. Sistemas,3,72,True,4376,True,False
1117,Javier 1117,20,Antigua,Ing. Sistemas,6,76,False,4887,False,True
1118,Carlos 1118,30,Villa Nueva,Ing. Eléctrica,3,60,True,4706,False,True
1119,Andrés 1119,22,Antigua,Ing. Electrónica,9,94,True,2604,False,False
1120,Diego 1120,24,Villa Nueva,Ing. Sistemas,10,89,False,5595,False,False
1121,Diego 1121,18,Villa Nueva,Ing. Eléctrica,6,72,True,7560,False,True
1122,Sofía 1122,30,Guatemala,Ing. Eléctrica,4,78,False,2725,False,True
1123,Sofía 1123,18,Quetzaltenango,Ing. Electrónica,2,91,False,7879,True,False
1124,Javier 1124,27,Villa Nueva,Ing. Electrónica,10,63,False,6736,False,True
1125,Lucía 1125,26,Guatemala,Ing. Electrónica,9,76,True,2568,False,False
1126,Sofía 1126,19,Mixco,Ing. Electrónica,6,62,True,5697,False,True
1127,María 1127,27,Antigua,Ing. Eléctrica,10,66,False,4832,True,True
1128,Lucía 1128,18,Quetzaltenango,Ing. Sistemas,6,67,False,7948,False,False
1129,Javier 1129,20,Guatemala,Ing. Sistemas,1,81,True,3465,False,True
1130,Ana 1130,29,Quetzaltenango,Ing. Sistemas,3,88,True,7712,False,False
1131,María 1131,30,Mixco,Ing. Eléctrica,3,61,True,5424,False,True
1132,Luis 1132,20,Antigua,Ing. Electrónica,1,75,True,4427,True,True
1133,Andrés 1133,23,Guatemala,Ing. Electrónica,9,63,True,6368,True,True
1134,Andrés 1134,24,Villa Nueva,Ing. Eléctrica,7,82,False,4592,False,True
1135,Luis 1135,18,Villa Nueva,Ing. Sistemas,4,63,True,2431,False,False
1136,Andrés 1136,24,Villa Nueva,Ing. Sistemas,7,95,True,5262,True,False
1137,María 1137,30,Mixco,Ing. Eléctrica,10,66,True,5360,True,False
1138,Javier 1138,18,Villa Nueva,Ing. Electrónica,7,77,True,3735,False,True
1139,Javier 1139,23,Villa Nueva,Ing. Electrónica,3,74,False,6146,True,True
1140,Luis 1140,21,Villa Nueva,Ing. Eléctrica,1,63,False,6820,True,True
1141,Carlos 1141,26,Mixco,Ing. Sistemas,8,87,True,2182,False,False
1142,Paola 1142,23,Villa Nueva,Ing. Sistemas,7,69,True,7362,True,False
1143,Andrés 1143,26,Antigua,Ing. Electrónica,10,94,True,7570,False,True
1144,Paola 1144,30,Mixco,Ing. Electrónica,8,71,False,6687,False,False
1145,Carlos 1145,27,Villa Nueva,Ing. Electrónica,9,61,True,2684,True,False
1146,Carlos 1146,24,Antigua,Ing. Sistemas,9,72,False,4717,True,True
1147,Sofía 1147,24,Quetzaltenango,Ing. Eléctrica,9,91,True,7635,False,False
1148,Diego 1148,26,Mixco,Ing. Sistemas,5,86,True,2756,True,False
1149,Lucía 1149,24,Villa Nueva,Ing. Electrónica,4,65,True,3098,True,False
1150,Ana 1150,28,Antigua,Ing. Electrónica,6,74,True,4291,True,True
1151,Lucía 1151,18,Quetzaltenango,Ing. Sistemas,2,98,True,5170,False,True
1152,María 1152,20,Mixco,Ing. Eléctrica,6,94,True,5472,False,False
1153,Paola 1153,26,Guatemala,Ing. Eléctrica,7,74,True,3369,True,True
1154,Lucía 1154,24,Guatemala,Ing. Electrónica,8,96,True,6463,False,False
1155,Carlos 1155,24,Villa Nueva,Ing. Sistemas,5,85,False,6963,True,False
1156,Lucía 1156,28,Villa Nueva,Ing. Sistemas,7,77,False,2866,True,False
1157,Carlos 1157,25,Antigua,Ing. Eléctrica,4,61,False,4300,True,False
1158,María 1158,20,Guatemala,Ing. Electrónica,4,93,False,5204,False,False
1159,Paola 1159,20,Antigua,Ing. Sistemas,10,65,False,7200,False,False
1160,María 1160,18,Quetzaltenango,Ing. Electrónica,4,80,False,7503,True,False
1161,Sofía 1161,25,Guatemala,Ing. Eléctrica,10,64,True,6330,True,True
1162,Sofía 1162,18,Quetzaltenango,Ing. Electrónica,8,84,False,6123,True,False
1163,Andrés 1163,24,Villa Nueva,Ing. Eléctrica,10,75,True,5126,True,False
1164,Paola 1164,25,Villa Nueva,Ing. Sistemas,6,69,False,5806,True,False
1165,Diego 1165,29,Mixco,Ing. Sistemas,4,62,True,6727,True,False
1166,Ana 1166,22,Guatemala,Ing. Electrónica,1,77,False,2806,True,True
1167,Paola 1167,29,Guatemala,Ing. Electrónica,5,84,False,2834,True,False
1168,María 1168,25,Antigua,Ing. Eléctrica,7,65,False,7079,True,False
1169,Luis 1169,25,Mixco,Ing. Electrónica,1,91,True,2811,False,False
1170,Lucía 1170,25,Antigua,Ing. Electrónica,7,73,False,5587,True,False
1171,Lucía 1171,20,Guatemala,Ing. Eléctrica,7,97,False,6582,False,False
1172,Andrés 1172,20,Villa Nueva,Ing. Sistemas,4,90,True,4672,True,False
1173,Ana 1173,27,Villa Nueva,Ing. Eléctrica,5,72,True,5337,False,True
1174,Paola 1174,18,Villa Nueva,Ing. Sistemas,4,93,False,3238,True,True
1175,Sofía 1175,18,Antigua,Ing. Sistemas,5,76,False,4007,False,False
1176,Ana 1176,22,Mixco,Ing. Sistemas,8,62,False,6841,True,False
1177,Paola 1177,19,Villa Nueva,Ing. Electrónica,7,61,True,4579,True,False
1178,Andrés 1178,23,Guatemala,Ing. Sistemas,5,73,False,5764,False,False
1179,Paola 1179,25,Antigua,Ing. Sistemas,2,69,False,6770,False,False
1180,Andrés 1180,24,Guatemala,Ing. Electrónica,8,69,True,2241,False,False
1181,Lucía 1181,23,Mixco,Ing. Electrónica,8,72,True,7858,True,False
1182,Paola 1182,29,Mixco,Ing. Sistemas,7,72,True,5515,True,True
1183,Sofía 1183,24,Antigua,Ing. Eléctrica,3,63,False,4280,True,False
1184,Javier 1184,25,Mixco,Ing. Sistemas,3,60,False,7078,False,False
1185,Diego 1185,24,Antigua,Ing. Eléctrica,6,79,False,4182,False,False
1186,Diego 1186,25,Villa Nueva,Ing. Electrónica,7,61,False,5174,True,True
1187,Diego 1187,22,Quetzaltenango,Ing. Eléctrica,10,94,True,5021,True,False
1188,Paola 1188,29,Villa Nueva,Ing. Eléctrica,1,78,True,5355,True,True
1189,Luis 1189,20,Villa Nueva,Ing. Electrónica,10,96,False,5870,True,True
1190,Carlos 1190,30,Antigua,Ing. Eléctrica,5,67,False,4926,False,False
1191,María 1191,19,Antigua,Ing. Eléctrica,8,98,True,2682,False,True
1192,Luis 1192,19,Antigua,Ing. Electrónica,2,85,False,4998,False,True
1193,Lucía 1193,24,Quetzaltenango,Ing. Electrónica,5,83,False,7096,False,True
1194,Javier 1194,28,Antigua,Ing. Sistemas,4,60,False,3963,True,False
1195,Lucía 1195,25,Antigua,Ing. Electrónica,2,62,False,2533,True,False
1196,Ana 1196,21,Mixco,Ing. Sistemas,10,94,False,3358,False,True
1197,Sofía 1197,28,Villa Nueva,Ing. Sistemas,5,95,True,3654,True,False
1198,Diego 1198,29,Mixco,Ing. Sistemas,9,96,True,2908,False,False
1199,Paola 1199,18,Villa Nueva,Ing. Sistemas,8,100,False,4959,True,True
1200,Luis 1200,25,Villa Nueva,Ing. Sistemas,2,63,False,2262,True,False
1201,Carlos 1201,22,Quetzaltenango,Ing. Eléctrica,1,77,False,7630,False,True
1202,Ana 1202,30,Mixco,Ing. Eléctrica,1,88,True,4681,True,True
1203,Javier 1203,19,Mixco,Ing. Sistemas,9,69,False,6465,True,False
1204,Diego 1204,24,Quetzaltenango,Ing. Electrónica,1,62,True,7910,False,True
1205,Carlos 1205,29,Villa Nueva,Ing. Eléctrica,8,88,True,6005,True,True
1206,Luis 1206,25,Guatemala,Ing. Sistemas,7,64,False,6679,True,False
1207,Javier 1207,18,Villa Nueva,Ing. Sistemas,7,78,True,5276,True,True
1208,Ana 1208,27,Mixco,Ing. Sistemas,7,100,False,5968,False,True
1209,Luis 1209,22,Mixco,Ing. Eléctrica,2,71,True,4428,False,False
1210,Andrés 1210,20,Quetzaltenango,Ing. Sistemas,1,92,False,2530,True,True
1211,Andrés 1211,21,Mixco,Ing. Eléctrica,10,89,False,6992,True,False
1212,Ana 1212,22,Guatemala,Ing. Eléctrica,3,80,True,6718,True,True
1213,Diego 1213,24,Villa Nueva,Ing. Electrónica,2,100,False,4984,False,False
1214,María 1214,19,Guatemala,Ing. Eléctrica,1,90,True,5144,True,False
1215,Diego 1215,24,Mixco,Ing. Eléctrica,8,76,True,6802,False,False
1216,Carlos 1216,28,Antigua,Ing. Sistemas,7,79,True,7973,True,True
1217,Lucía 1217,23,Quetzaltenango,Ing. Electrónica,9,86,True,3871,False,True
1218,Sofía 1218,23,Quetzaltenango,Ing. Sistemas,4,61,True,4565,False,False
1219,Lucía 1219,21,Mixco,Ing. Sistemas,4,80,False,6657,True,True
1220,Andrés 1220,28,Villa Nueva,Ing. Eléctrica,6,85,True,7032,True,True
1221,Carlos 1221,27,Mixco,Ing. Eléctrica,6,92,False,5923,True,True
1222,Sofía 1222,21,Antigua,Ing. Eléctrica,9,84,True,2112,False,True
1223,Ana 1223,28,Antigua,Ing. Electrónica,8,90,False,5803,False,True
1224,Paola 1224,25,Quetzaltenango,Ing. Eléctrica,6,61,False,4806,False,False
1225,Carlos 1225,27,Antigua,Ing. Eléctrica,9,77,True,2997,False,True
1226,Luis 1226,26,Villa Nueva,Ing. Electrónica,2,65,True,5381,True,True
1227,Lucía 1227,30,Quetzaltenango,Ing. Eléctrica,5,63,False,3094,True,False
1228,Sofía 1228,27,Guatemala,Ing. Eléctrica,8,65,True,6354,True,True
1229,Diego 1229,24,Antigua,Ing. Eléctrica,5,71,False,7374,True,False
1230,Luis 1230,22,Guatemala,Ing. Sistemas,6,77,True,3423,False,True
1231,María 1231,25,Antigua,Ing. Electrónica,5,87,True,2799,False,False
1232,Javier 1232,27,Quetzaltenango,Ing. Sistemas,6,68,False,6637,True,True
1233,Luis 1233,22,Antigua,Ing. Eléctrica,7,93,False,6939,True,False
1234,Ana 1234,18,Villa Nueva,Ing. Electrónica,2,68,False,2316,True,True
1235,Ana 1235,22,Villa Nueva,Ing. Eléctrica,9,78,False,3433,True,False
1236,Paola 1236,19,Mixco,Ing. Eléctrica,9,90,False,5095,False,True
1237,Diego 1237,21,Guatemala,Ing. Eléctrica,10,67,False,6658,True,True
1238,Luis 1238,18,Quetzaltenango,Ing. Sistemas,7,95,False,4441,True,False
1239,Ana 1239,24,Antigua,Ing. Sistemas,6,85,True,4996,True,False
1240,María 1240,22,Guatemala,Ing. Eléctrica,7,65,True,4065,False,True
1241,Sofía 1241,27,Guatemala,Ing. Sistemas,9,98,False,2254,False,True
1242,Lucía 1242,28,Antigua,Ing. Electrónica,7,64,False,3280,True,False
1243,Carlos 1243,18,Mixco,Ing. Sistemas,8,70,False,7060,True,False
1244,Sofía 1244,30,Mixco,Ing. Sistemas,3,78,True,7924,False,True
1245,Sofía 1245,22,Mixco,Ing. Eléctrica,7,77,True,3558,False,False
1246,Ana 1246,19,Villa Nueva,Ing. Sistemas,3,81,False,5239,False,False
1247,Javier 1247,29,Guatemala,Ing. Sistemas,7,70,False,3473,True,True
1248,Andrés 1248,24,Mixco,Ing. Sistemas,10,69,True,7551,True,True
1249,Paola 1249,20,Villa Nueva,Ing. Sistemas,4,85,False,7335,True,False
1250,María 1250,26,Mixco,Ing. Electrónica,7,97,False,7075,True,False
1251,Javier 1251,28,Mixco,Ing. Eléctrica,7,91,False,5070,False,False
1252,Diego 1252,25,Guatemala,Ing. Eléctrica,2,78,False,4866,True,True
1253,Carlos 1253,18,Mixco,Ing. Eléctrica,2,86,False,2159,False,True
1254,Lucía 1254,24,Mixco,Ing. Eléctrica,5,63,False,6058,False,True
1255,Luis 1255,29,Quetzaltenango,Ing. Sistemas,9,79,True,5552,True,True
1256,Lucía 1256,29,Villa Nueva,Ing. Eléctrica,8,86,True,4206,True,True
1257,Paola 1257,26,Villa Nueva,Ing. Electrónica,7,64,False,7925,False,True
1258,Carlos 1258,19,Mixco,Ing. Sistemas,7,64,True,4557,False,True
1259,Carlos 1259,30,Guatemala,Ing. Sistemas,8,79,True,3030,False,False
1260,Andrés 1260,20,Guatemala,Ing. Sistemas,8,81,False,5404,True,False
1261,Javier 1261,27,Villa Nueva,Ing. Eléctrica,3,67,False,2663,False,True
1262,Carlos 1262,19,Antigua,Ing. Electrónica,8,82,False,5374,True,True
1263,Luis 1263,23,Antigua,Ing. Sistemas,5,89,False,2851,False,False
1264,Diego 1264,20,Antigua,Ing. Sistemas,10,85,True,5578,True,True
1265,Luis 1265,18,Quetzaltenango,Ing. Eléctrica,4,98,True,7470,True,True
1266,Carlos 1266,24,Guatemala,Ing. Electrónica,10,78,False,2702,True,False
1267,Diego 1267,21,Guatemala,Ing. Sistemas,8,96,False,6597,True,True
1268,Javier 1268,20,Guatemala,Ing. Eléctrica,9,72,False,7761,True,False
1269,Lucía 1269,20,Guatemala,Ing. Sistemas,1,90,False,4137,False,True
1270,Paola 1270,20,Villa Nueva,Ing. Sistemas,6,91,False,4240,True,False
1271,Diego 1271,22,Mixco,Ing. Electrónica,3,63,False,2827,False,False
1272,Javier 1272,29,Quetzaltenango,Ing. Electrónica,5,86,False,6875,False,True
1273,Ana 1273,27,Villa Nueva,Ing. Eléctrica,5,65,True,2891,True,False
1274,Ana 1274,18,Quetzaltenango,Ing. Eléctrica,9,77,True,3886,True,True
1275,Ana 1275,28,Villa Nueva,Ing. Electrónica,8,94,False,3391,True,False
1276,Paola 1276,18,Quetzaltenango,Ing. Sistemas,2,73,False,2530,False,False
1277,Paola 1277,20,Antigua,Ing. Sistemas,10,91,False,6868,True,False
1278,Javier 1278,18,Guatemala,Ing. Sistemas,5,99,True,6239,False,False
1279,María 1279,19,Villa Nueva,Ing. Eléctrica,8,62,False,4963,True,False
1280,Paola 1280,27,Mixco,Ing. Eléctrica,5,80,False,7365,False,True
1281,María 1281,30,Antigua,Ing. Sistemas,9,71,True,7720,False,True
1282,Sofía 1282,18,Quetzaltenango,Ing. Sistemas,10,76,True,2588,True,False
1283,Paola 1283,22,Villa Nueva,Ing. Eléctrica,8,66,False,3169,True,False
1284,María 1284,25,Villa Nueva,Ing. Electrónica,5,81,True,5162,True,True
1285,Andrés 1285,30,Villa Nueva,Ing. Eléctrica,7,82,False,5138,False,True
1286,Paola 1286,28,Guatemala,Ing. Electrónica,5,66,True,7946,False,True
1287,Sofía 1287,27,Antigua,Ing. Eléctrica,10,91,False,6814,False,True
1288,Luis 1288,27,Quetzaltenango,Ing. Electrónica,2,97,False,6239,False,True
1289,Sofía 1289,21,Mixco,Ing. Eléctrica,10,64,False,2235,False,False
1290,Carlos 1290,19,Guatemala,Ing. Sistemas,2,64,True,3076,False,True
1291,Carlos 1291,25,Villa Nueva,Ing. Electrónica,3,79,False,4417,True,True
1292,Javier 1292,26,Quetzaltenango,Ing. Sistemas,6,88,True,5147,True,False
1293,María 1293,23,Guatemala,Ing. Eléctrica,5,89,True,2149,False,False
1294,Andrés 1294,27,Villa Nueva,Ing. Sistemas,4,82,True,5123,True,False
1295,Andrés 1295,22,Villa Nueva,Ing. Sistemas,4,72,False,6776,False,False
1296,Andrés 1296,19,Quetzaltenango,Ing. Electrónica,6,74,False,3585,False,True
1297,Paola 1297,19,Antigua,Ing. Electrónica,9,84,False,7228,True,False
1298,Andrés 1298,18,Quetzaltenango,Ing. Sistemas,9,86,False,6554,False,True
1299,Luis 1299,27,Antigua,Ing. Electrónica,7,88,False,7019,False,False
1300,Andrés 1300,23,Guatemala,Ing. Electrónica,2,76,True,3143,True,False
1301,Luis 1301,26,Quetzaltenango,Ing. Eléctrica,5,81,True,5760,True,False
1302,Paola 1302,25,Quetzaltenango,Ing. Eléctrica,9,68,False,3420,True,False
1303,María 1303,30,Guatemala,Ing. Electrónica,1,86,True,2896,False,True
1304,Diego 1304,25,Villa Nueva,Ing. Electrónica,10,91,False,4596,True,False
1305,María 1305,25,Quetzaltenango,Ing. Electrónica,6,65,True,5120,False,True
1306,Javier 1306,22,Guatemala,Ing. Electrónica,10,72,True,7798,False,False
1307,María 1307,23,Guatemala,Ing. Eléctrica,10,89,True,7545,True,False
1308,Andrés 1308,24,Antigua,Ing. Sistemas,7,69,False,7045,True,False
1309,Carlos 1309,30,Guatemala,Ing. Eléctrica,9,92,False,4330,False,True
1310,Carlos 1310,29,Antigua,Ing. Electrónica,9,81,True,3895,True,False
1311,Luis 1311,24,Quetzaltenango,Ing. Eléctrica,4,83,True,7436,True,True
1312,Sofía 1312,21,Guatemala,Ing. Sistemas,8,85,True,6338,False,False
1313,Sofía 1313,19,Quetzaltenango,Ing. Eléctrica,2,80,False,3537,True,False
1314,María 1314,18,Antigua,Ing. Sistemas,10,96,True,5298,True,True
1315,Ana 1315,28,Guatemala,Ing. Electrónica,1,93,True,2455,False,True
1316,Sofía 1316,25,Mixco,Ing. Eléctrica,6,60,False,5193,True,True
1317,María 1317,23,Mixco,Ing. Eléctrica,7,78,True,4881,False,True
1318,María 1318,21,Mixco,Ing. Sistemas,9,63,True,6036,True,False
1319,Diego 1319,23,Guatemala,Ing. Electrónica,1,61,False,4372,False,True
1320,Diego 1320,26,Villa Nueva,Ing. Electrónica,10,88,False,5718,False,False
1321,Lucía 1321,29,Villa Nueva,Ing. Eléctrica,10,87,True,7901,False,True
1322,Ana 1322,18,Mixco,Ing. Eléctrica,1,68,True,6789,False,True
1323,Javier 1323,23,Antigua,Ing. Eléctrica,1,92,False,6176,False,False
1324,Carlos 1324,27,Guatemala,Ing. Sistemas,10,78,False,4173,True,True
1325,Javier 1325,21,Antigua,Ing. Eléctrica,3,79,True,2584,False,True
1326,Ana 1326,27,Villa Nueva,Ing. Electrónica,2,79,True,6163,False,False
1327,Luis 1327,28,Antigua,Ing. Sistemas,3,87,False,5109,True,True
1328,Andrés 1328,30,Guatemala,Ing. Electrónica,6,64,True,4695,False,True
1329,Ana 1329,22,Villa Nueva,Ing. Electrónica,6,69,True,6343,True,False
1330,María 1330,21,Quetzaltenango,Ing. Sistemas,2,92,True,7035,True,False
1331,Paola 1331,30,Villa Nueva,Ing. Electrónica,4,68,True,7922,True,True
1332,Diego 1332,21,Mixco,Ing. Electrónica,4,75,False,5621,True,False
1333,Diego 1333,19,Guatemala,Ing. Sistemas,7,69,True,3133,True,False
1334,Ana 1334,24,Mixco,Ing. Eléctrica,2,80,True,6498,False,False
1335,Carlos 1335,30,Mixco,Ing. Eléctrica,3,79,False,5588,True,True
1336,Diego 1336,27,Mixco,Ing. Electrónica,2,93,True,4921,True,True
1337,Javier 1337,20,Guatemala,Ing. Eléctrica,10,95,True,6235,False,True
1338,Sofía 1338,19,Guatemala,Ing. Electrónica,4,97,False,4669,True,False
1339,Diego 1339,28,Quetzaltenango,Ing. Electrónica,8,69,False,6879,True,True
1340,María 1340,28,Villa Nueva,Ing. Eléctrica,4,89,False,4564,False,True
1341,Lucía 1341,27,Mixco,Ing. Sistemas,10,99,False,3117,True,False
1342,Diego 1342,26,Antigua,Ing. Electrónica,7,93,True,7963,True,False
1343,Andrés 1343,25,Villa Nueva,Ing. Eléctrica,6,65,False,4379,True,True
1344,Sofía 1344,24,Mixco,Ing. Sistemas,1,86,True,7329,True,False
1345,Lucía 1345,19,Antigua,Ing. Eléctrica,7,97,False,5211,True,False
1346,Paola 1346,30,Antigua,Ing. Electrónica,5,79,False,2288,False,False
1347,Luis 1347,26,Villa Nueva,Ing. Electrónica,1,89,True,3120,False,False
1348,Luis 1348,18,Guatemala,Ing. Sistemas,2,77,False,7347,False,True
1349,Sofía 1349,28,Antigua,Ing. Eléctrica,10,62,True,4392,False,False
1350,Andrés 1350,21,Antigua,Ing. Sistemas,7,87,False,2959,False,False
1351,Lucía 1351,22,Mixco,Ing. Eléctrica,2,73,False,4913,False,True
1352,María 1352,23,Villa Nueva,Ing. Eléctrica,2,87,True,5638,False,False
1353,María 1353,21,Guatemala,Ing. Eléctrica,1,99,True,6180,True,False
1354,Paola 1354,22,Villa Nueva,Ing. Eléctrica,10,92,True,4957,True,False
1355,Luis 1355,28,Mixco,Ing. Electrónica,5,96,False,7089,True,False
1356,Paola 1356,26,Quetzaltenango,Ing. Electrónica,6,69,True,3819,False,True
1357,Diego 1357,30,Mixco,Ing. Sistemas,4,76,True,7775,False,True
1358,Diego 1358,28,Antigua,Ing. Sistemas,10,61,False,2475,False,False
1359,Luis 1359,29,Villa Nueva,Ing. Electrónica,4,78,False,4327,False,True
1360,Luis 1360,18,Mixco,Ing. Sistemas,4,96,True,2106,True,False
1361,Andrés 1361,28,Mixco,Ing. Eléctrica,6,81,True,6552,True,False
1362,Lucía 1362,19,Guatemala,Ing. Electrónica,5,83,True,3070,True,False
1363,Ana 1363,25,Villa Nueva,Ing. Sistemas,2,66,False,2601,False,True
1364,Andrés 1364,25,Guatemala,Ing. Sistemas,10,99,False,2860,False,True
1365,Lucía 1365,29,Guatemala,Ing. Sistemas,4,83,True,5251,True,True
1366,Lucía 1366,30,Antigua,Ing. Electrónica,9,88,False,5778,True,False
1367,Javier 1367,25,Antigua,Ing. Electrónica,2,60,False,2228,True,True
1368,Diego 1368,23,Quetzaltenango,Ing. Electrónica,3,73,False,7609,True,False
1369,Lucía 1369,24,Antigua,Ing. Eléctrica,1,68,True,3197,False,True
1370,Ana 1370,21,Quetzaltenango,Ing. Sistemas,5,90,False,2044,False,False
1371,Paola 1371,24,Antigua,Ing. Electrónica,1,69,False,3508,True,False
1372,Sofía 1372,30,Mixco,Ing. Electrónica,8,65,False,5868,False,True
1373,Carlos 1373,22,Mixco,Ing. Sistemas,1,66,True,4930,True,False
1374,María 1374,22,Villa Nueva,Ing. Electrónica,8,70,True,3978,True,False
1375,Luis 1375,22,Antigua,Ing. Electrónica,8,79,True,7442,True,True
1376,Carlos 1376,20,Guatemala,Ing. Sistemas,10,98,True,2069,False,True
1377,Diego 1377,19,Guatemala,Ing. Sistemas,5,79,False,2586,True,False
1378,Carlos 1378,26,Antigua,Ing. Sistemas,4,95,True,6059,False,True
1379,Lucía 1379,22,Villa Nueva,Ing. Eléctrica,3,74,False,5125,False,True
1380,Javier 1380,22,Villa Nueva,Ing. Eléctrica,6,67,False,4532,True,False
1381,Carlos 1381,24,Guatemala,Ing. Sistemas,8,65,True,6555,True,False
1382,Sofía 1382,18,Villa Nueva,Ing. Sistemas,1,85,True,6696,True,True
1383,Diego 1383,20,Guatemala,Ing. Electrónica,4,65,False,6340,True,True
1384,Luis 1384,21,Quetzaltenango,Ing. Sistemas,9,62,True,2530,True,False
1385,María 1385,21,Villa Nueva,Ing. Sistemas,3,97,True,3108,True,False
1386,Andrés 1386,30,Quetzaltenango,Ing. Sistemas,1,75,True,7535,False,True
1387,María 1387,21,Guatemala,Ing. Sistemas,7,61,True,4914,False,True
1388,Lucía 1388,19,Antigua,Ing. Electrónica,5,67,False,6682,False,False
1389,Andrés 1389,22,Mixco,Ing. Electrónica,3,75,True,2854,False,False
1390,Lucía 1390,28,Guatemala,Ing. Eléctrica,5,77,False,7139,False,True
1391,Ana 1391,21,Antigua,Ing. Eléctrica,8,68,True,4170,True,False
1392,Lucía 1392,29,Quetzaltenango,Ing. Eléctrica,4,78,True,2172,True,True
1393,María 1393,18,Villa Nueva,Ing. Eléctrica,2,64,False,2058,False,True
1394,Ana 1394,26,Guatemala,Ing. Sistemas,7,69,True,4238,False,False
1395,Lucía 1395,22,Quetzaltenango,Ing. Eléctrica,5,87,False,6578,False,True
1396,Javier 1396,19,Antigua,Ing. Sistemas,1,98,True,7696,True,False
1397,Lucía 1397,25,Antigua,Ing. Sistemas,9,94,True,5465,True,True
1398,Luis 1398,20,Villa Nueva,Ing. Eléctrica,8,70,True,5136,False,True
1399,Sofía 1399,18,Mixco,Ing. Eléctrica,3,98,False,2024,True,False
1400,Andrés 1400,25,Antigua,Ing. Sistemas,10,60,False,5437,False,True
1401,Ana 1401,27,Mixco,Ing. Electrónica,7,78,True,3346,False,False
1402,Luis 1402,27,Guatemala,Ing. Eléctrica,2,78,False,7530,False,True
1403,Lucía 1403,26,Antigua,Ing. Eléctrica,3,73,True,2029,True,False
1404,Ana 1404,18,Mixco,Ing. Sistemas,1,92,False,4822,True,True
1405,Javier 1405,23,Mixco,Ing. Eléctrica,8,68,False,3815,False,True
1406,Ana 1406,30,Antigua,Ing. Sistemas,2,100,False,7754,True,False
1407,Sofía 1407,20,Villa Nueva,Ing. Electrónica,1,91,False,4953,True,False
